state,district,district_label,district_id,incumbent,incumbent_party,pres_source,pres_dem_votes,pres_rep_votes,pres_total_votes,pres_dem_share,pres_rep_share,pres_dem_margin,pres_2020_dem_votes,pres_2020_rep_votes,pres_2020_total_votes,pres_2020_dem_margin,pres_two_party_total,pres_two_party_dem_margin,pres_winner_party,pres_winner,cong_dem_votes,cong_rep_votes,cong_total_votes,cong_winner_party,cong_winner_candidate,cong_winner_votes,cong_two_party_total,cong_two_party_dem_margin,cong_dem_margin,cong_two_party_winner_party,cong_winner,state_name,redistricted_for_story,valid_pres_cong_data,split_ticket_category,split_ticket,dem_won_harris_lost,gop_won_trump_lost,house_source,presidential_source
FL,2,2,FL-2,Neal Dunn,R,The Downballot presidential CD results,166158,239978,410127,0.40513792069285853,0.585130947243171,-0.17999302655031252,180607.39545404454,225756.89630298247,410746.33565649175,-0.10992064184036099,406136,-0.18176177438099553,R,Trump,154323,247957,402280,R,NEAL P. DUNN,247957,402280,-0.23275827781644626,-0.23275827781644626,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,3,3,FL-3,Kat Cammack,R,The Downballot presidential CD results,155748,240137,399639,0.38972172385577986,0.6008847985306739,-0.21116307467489404,166686.51524951967,222031.51328071603,392679.857829048,-0.14094177974183392,395885,-0.21316543945842858,R,Trump,150283,241174,391457,R,KAT CAMMACK,241174,391457,-0.23218642149712485,-0.23218642149712485,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,4,4,FL-4,Aaron Bean,R,The Downballot presidential CD results,173072,220106,397132,0.43580471984126185,0.5542388928618193,-0.11843417302055742,184151.90023369313,210911.35576333653,400003.86282447766,-0.06689799278609843,393178,-0.11962520792109427,R,Trump,165912,222364,388349,R,AARON BEAN,222364,388276,-0.14539142259629748,-0.1453640926074227,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,5,5,FL-5,John Rutherford,R,The Downballot presidential CD results,168926,262439,436333,0.38714926443794073,0.6014649361840613,-0.21431567174612054,176902.91365989216,244278.28979496704,426534.2126249594,-0.15796007480955893,431365,-0.2167839300824128,R,Trump,156570,267471,424064,R,JOHN H. RUTHERFORD,267471,424041,-0.2615336724514846,-0.2615194876245095,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,6,6,FL-6,Randy Fine,R,The Downballot presidential CD results,152754,285616,441578,0.34592755979691014,0.6468075855228295,-0.3008800257259193,160979.78984975908,262017.54823805863,426794.0943866558,-0.23673654279003215,438370,-0.30308187147843146,R,Trump,143050,284414,427474,R,MICHAEL WALTZ,284414,427464,-0.33070387213894037,-0.33069613590534164,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,7,7,FL-7,Cory Mills,R,The Downballot presidential CD results,184389,237638,426813,0.43201355160222393,0.5567731067235534,-0.12475955512132947,202048.76802631683,226044.4150693369,432716.0571149272,-0.0554535627889744,422027,-0.12617439168584,R,Trump,179917,233937,413854,R,CORY MILLS,233937,413854,-0.13052912379728115,-0.13052912379728115,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,8,8,FL-8,Mike Haridopolos,R,The Downballot presidential CD results,177212,280406,461931,0.3836330534213984,0.6070300542721748,-0.2233970008507764,186757.6409932394,267848.8394062835,459669.9354648628,-0.17641179497857923,457618,-0.22550249334597852,R,Trump,170096,280352,450448,R,MIKE HARIDOPOLOS,280352,450448,-0.24476965154690442,-0.24476965154690442,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,9,9,FL-9,Darren Soto,D,The Downballot presidential CD results,170042,158367,332322,0.5116784323637917,0.47654684312203227,0.035131589241759464,198450.58140376673,139042.75489236973,340751.6245943599,0.17434348723096388,328409,0.035550182851261686,D,Harris,178785,138076,324273,D,DARREN SOTO,178785,316861,0.12847589321500594,0.1255392832582423,D,Democrat,Florida,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,10,10,FL-10,Maxwell Frost,D,The Downballot presidential CD results,182937,114483,301485,0.6067864072839445,0.3797303348425295,0.227056072441415,218958.11061071407,112414.46011955156,335201.28816809785,0.317849764460728,297420,0.2301593705870486,D,Harris,181455,109460,290915,D,MAXWELL FROST,181455,290915,0.24747778560747985,0.24747778560747985,D,Democrat,Florida,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,11,11,FL-11,Daniel Webster,R,The Downballot presidential CD results,189155,263412,456757,0.41412611082041434,0.576700521283746,-0.1625744104633317,188273.49249921966,234656.67975604086,426492.3511560382,-0.10875502721466451,452567,-0.16407957274834445,R,Trump,176726,269277,446003,R,DANIEL WEBSTER,269277,446003,-0.20751205709378637,-0.20751205709378637,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,12,12,FL-12,Gus Bilirakis,R,The Downballot presidential CD results,143215,296459,443210,0.32313124703864987,0.6688905936237901,-0.34575934658514024,150489.6878236028,273483.22034184326,428151.2220452246,-0.28726656887890173,439674,-0.3485400546768742,R,Trump,124949,306487,431436,R,GUS M. BILIRAKIS,306487,431436,-0.42077619855552156,-0.42077619855552156,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,13,13,FL-13,Anna Paulina Luna,R,The Downballot presidential CD results,182362,231968,418303,0.43595671080532533,0.5545453893469566,-0.1185886785416313,207951.13915901395,238398.91589396755,450979.8272097213,-0.06751471994509922,414330,-0.11972582241208699,R,Trump,185930,225636,411593,R,ANNA PAULINA LUNA,225636,411566,-0.0964754134209337,-0.09646908475119839,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,14,14,FL-14,Kathy Castor,D,The Downballot presidential CD results,190430,163008,357518,0.5326445102064791,0.45594347697178883,0.07670103323469024,231590.4846665877,156408.89720245585,392643.50242130423,0.1914754401906858,353438,0.07758645080608197,D,Harris,199423,145643,350185,D,KATHY CASTOR,199423,345066,0.15585424237682066,0.15357596698887732,D,Democrat,Florida,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,15,15,FL-15,Laurel Lee,R,The Downballot presidential CD results,155662,195534,356338,0.4368380582480679,0.5487318220341362,-0.1118937637860683,176039.57186192056,187647.4107934445,367849.1244725981,-0.03155597814230654,351196,-0.11353204478410917,R,Trump,152361,195334,347695,R,LAUREL M. LEE,195334,347695,-0.12359395447159148,-0.12359395447159148,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,16,16,FL-16,Vern Buchanan,R,The Downballot presidential CD results,177608,243281,424610,0.41828501448387934,0.5729516497491816,-0.15466663526530222,184319.4962953162,220728.0874569992,409049.8946811326,-0.08900770208012077,420889,-0.1560340137185814,R,Trump,168625,247516,416141,R,VERN BUCHANAN,247516,416141,-0.18957757106365392,-0.18957757106365392,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,17,17,FL-17,Greg Steube,R,The Downballot presidential CD results,176069,287945,467186,0.37687131035604665,0.6163391026272191,-0.23946779227117249,187426.6138060143,259236.99713335795,450113.7989163698,-0.1595382845409853,464014,-0.24110479425189757,R,Trump,164566,291347,455921,R,W. GREGORY STEUBE,291347,455913,-0.2780815638071299,-0.27807668433785676,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,18,18,FL-18,Scott Franklin,R,The Downballot presidential CD results,124323,229013,356098,0.3491258024476408,0.6431179057450477,-0.2939921032974069,133424.03836049966,213235.3551706497,349949.4955966583,-0.22806524316908366,353336,-0.29629021667760996,R,Trump,119637,225170,344807,R,SCOTT FRANKLIN,225170,344807,-0.30606397201912955,-0.30606397201912955,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,19,19,FL-19,Byron Donalds,R,The Downballot presidential CD results,150278,275172,428204,0.3509495474119812,0.6426189386367246,-0.2916693912247434,169588.72156857763,260673.97083918346,433250.84937100665,-0.2102367471473936,425450,-0.2935574098013868,R,Trump,140038,275708,415746,R,BYRON DONALDS,275708,415746,-0.3263290566836482,-0.3263290566836482,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,20,20,FL-20,VACANT (Cherfilus-McCormick),D,The Downballot presidential CD results,207864,89156,299724,0.6935180365936662,0.29746033017042345,0.39605770642324273,252404.63907961833,78222.13842354607,332578.19743511616,0.5237339729404665,297020,0.3996633223351963,D,Harris,1,0,-1,D,SHEILA CHERFILUS-MCCORMICK,1,1,1,1,D,Democrat,Florida,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,21,21,FL-21,Brian Mast,R,The Downballot presidential CD results,188603,264124,455972,0.4136284684147272,0.579254866526892,-0.16562639811216473,199069.27026718803,240849.010796918,442839.0243374256,-0.09434520950867126,452727,-0.166813554305354,R,Trump,171312,277435,448766,R,BRIAN J. MAST,277435,448747,-0.23648737484595997,-0.23647736236702424,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,22,22,FL-22,Lois Frankel,D,The Downballot presidential CD results,197003,176046,376334,0.5234791435267608,0.4677919082517126,0.055687235275048264,229941.67299043504,160705.4772968367,393103.52032281767,0.1761271322036022,373049,0.05617760669509903,D,Harris,201608,165248,366856,D,LOIS FRANKEL,201608,366856,0.0991124582942626,0.0991124582942626,D,Democrat,Florida,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,23,23,FL-23,Jared Moskowitz,D,The Downballot presidential CD results,195684,188302,387455,0.5050496186653934,0.48599708353228116,0.01905253513311228,232547.87837317598,177951.7196162914,412844.6922892905,0.13224381898708698,383986,0.019224659232367845,D,Harris,196311,178006,374317,D,JARED MOSKOWITZ,196311,374317,0.04890240090618379,0.04890240090618379,D,Democrat,Florida,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,24,24,FL-24,Frederica Wilson,D,The Downballot presidential CD results,191104,102190,295841,0.6459686115176734,0.34542203413319994,0.30054657738447343,245449.14037243594,83301.74096276007,330497.66352040396,0.49061587208366264,293294,0.3031565596295867,D,Harris,194874,90692,285588,D,FREDERICA S. WILSON,194874,285566,0.3648263448729891,0.3647982408224435,D,Democrat,Florida,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,25,25,FL-25,Debbie Wasserman Schultz,D,The Downballot presidential CD results,184023,165217,352829,0.5215642705106439,0.46826366313426615,0.05330060737637776,229439.2543364338,152843.55035824445,384549.527522266,0.19918293612713994,349240,0.053848356431107545,D,Harris,186942,156208,343191,D,DEBBIE WASSERMAN SCHULTZ,186942,343150,0.08956433046772548,0.08955363048564793,D,Democrat,Florida,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,26,26,FL-26,Mario Diaz-Balart,R,The Downballot presidential CD results,101483,211711,315221,0.3219423832803018,0.6716272075781753,-0.3496848242978735,126831.05989006691,184088.31001748104,312563.2744291456,-0.18318610921896278,313194,-0.35194799389515763,R,Trump,89072,217199,306271,R,MARIO DIAZ-BALART,217199,306271,-0.41834519102363593,-0.41834519102363593,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,27,27,FL-27,Maria Elvira Salazar,R,The Downballot presidential CD results,142906,192461,338014,0.4227813049163644,0.5693876584993521,-0.14660635358298774,178067.1449317552,179207.44728197233,359222.69600340934,-0.0031743605370811445,335367,-0.1477634949175083,R,Trump,130708,199159,329867,R,MARIA ELVIRA SALAZAR,199159,329867,-0.20751090591056395,-0.20751090591056395,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
FL,28,28,FL-28,Carlos Gimenez,R,The Downballot presidential CD results,123817,208901,335003,0.369599675226789,0.6235794903329224,-0.2539798151061334,159454.4708766011,181198.90856865904,342664.71929565404,-0.06345689085457512,332718,-0.25572406662699343,R,Trump,115280,210057,325337,R,CARLOS A. GIMENEZ,210057,325337,-0.2913194625880241,-0.2913194625880241,R,Republican,Florida,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,1,1,GA-1,Buddy Carter,R,The Downballot presidential CD results,152070,209540,363589,0.4182469766687111,0.5763100643858863,-0.1580630877171752,144314,189725,338574,-0.1341242977901434,361610,-0.1589281269876386,R,Trump,135281,220576,355857,R,"EARL L. \""BUDDY\"" CARTER",220576,355857,-0.23968897618987403,-0.23968897618987403,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,2,2,GA-2,Sanford Bishop,D,The Downballot presidential CD results,169577,145474,316317,0.5360982811546645,0.4598994047110968,0.07619887644356771,173621,140787,317280,0.10348587997982855,315051,0.07650507378170518,D,Harris,176028,136473,312501,D,"SANFORD D. BISHOP, JR.",176028,312501,0.12657559495809614,0.12657559495809614,D,Democrat,Georgia,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,3,3,GA-3,Brian Jack,R,The Downballot presidential CD results,145886,270196,418554,0.3485476187063079,0.6455463333285549,-0.29699871462224703,132438,248375,385533,-0.3007187452176597,416082,-0.29876322455669796,R,Trump,138749,273036,411785,R,BRIAN JACK,273036,411785,-0.32610949888898333,-0.32610949888898333,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,4,4,GA-4,Hank Johnson,D,The Downballot presidential CD results,234429,71937,309663,0.7570455624340008,0.23230737931234924,0.5247381831216515,248593,65346,317482,0.5771886280167065,306366,0.5303852255145806,D,Harris,229290,74071,303361,D,"HENRY C. \""HANK\"" JOHNSON, JR.",229290,303361,0.5116643207267908,0.5116643207267908,D,Democrat,Georgia,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,5,5,GA-5,Nikema Williams,D,The Downballot presidential CD results,299983,48165,351733,0.8528713541237245,0.1369362556257161,0.7159350984980084,298038,45300,347583,0.7271299229248841,348148,0.7233073290669485,D,Harris,294470,49221,343691,D,NIKEMA WILLIAMS,294470,343691,0.7135741116293415,0.7135741116293415,D,Democrat,Georgia,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,6,6,GA-6,Lucy McBath,D,The Downballot presidential CD results,280411,92612,376079,0.7456172772210095,0.2462567705189601,0.49936050670204934,272649,90780,367715,0.49459227934677674,373023,0.5034515297984307,D,Harris,277027,93909,370936,D,LUCY MCBATH,277027,370936,0.49366467530786984,0.49366467530786984,D,Democrat,Georgia,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,7,7,GA-7,Rich McCormick,R,The Downballot presidential CD results,166264,261716,432786,0.3841713918657258,0.6047238126926472,-0.2205524208269214,160882,240034,406792,-0.194576097858365,427980,-0.2230291135099771,R,Trump,149535,275907,425442,R,RICHARD MCCORMICK,275907,425442,-0.2970369639104743,-0.2970369639104743,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,8,8,GA-8,Austin Scott,R,The Downballot presidential CD results,119340,225184,345955,0.34495815929817464,0.6509054645835441,-0.3059473052853695,117889,209159,330441,-0.2762066450591785,344524,-0.3072180747930478,R,Trump,104434,231547,335981,R,AUSTIN SCOTT,231547,335981,-0.378333893880904,-0.378333893880904,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,9,9,GA-9,Andrew Clyde,R,The Downballot presidential CD results,130776,267538,401323,0.3258622107379841,0.6666400879092402,-0.3407778771712561,121352,239320,365489,-0.32276757987244487,398314,-0.3433522296479662,R,Trump,121754,271062,392816,R,ANDREW S. CLYDE,271062,392816,-0.3800965337460796,-0.3800965337460796,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,10,10,GA-10,Mike Collins,R,The Downballot presidential CD results,162887,249036,414479,0.3929921660687272,0.6008410558797913,-0.20784888981106409,146057,226098,376859,-0.21238977973194217,411923,-0.20913860114633073,R,Trump,150274,256442,406716,R,MIKE COLLINS,256442,406716,-0.261037185652888,-0.261037185652888,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,11,11,GA-11,Barry Loudermilk,R,The Downballot presidential CD results,159023,257070,420016,0.37861176717077444,0.612048112452859,-0.2334363452820845,149016,234589,390136,-0.21934146041380437,416093,-0.23563722533183687,R,Trump,131064,269849,400913,R,BARRY LOUDERMILK,269849,400913,-0.34617236158468295,-0.34617236158468295,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,12,12,GA-12,Rick Allen,R,The Downballot presidential CD results,149015,198465,349195,0.42673864173312903,0.5683500622861152,-0.14161142055298614,151146,185743,340948,-0.10147295188709127,347480,-0.14231034879705307,R,Trump,135417,205849,341266,R,RICK W. ALLEN,205849,341266,-0.20638446255999718,-0.20638446255999718,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,13,13,GA-13,VACANT (Scott),D,The Downballot presidential CD results,257537,103350,364212,0.7071073989874029,0.2837633026918388,0.42334409629556413,248807,104096,356696,0.40569840985040484,360887,0.4272445391493736,D,Harris,256902,100730,357632,D,DAVID SCOTT,256902,357632,0.4366835182534001,0.4366835182534001,D,Democrat,Georgia,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
GA,14,14,GA-14,Clay Fuller,R,The Downballot presidential CD results,120819,262833,386145,0.312885056131764,0.6806588198733636,-0.36777376374159965,108830,242501,356187,-0.3752832079778318,383652,-0.3701635857495856,R,Trump,134759,243446,378205,R,MARJORIE TAYLOR GREENE,243446,378205,-0.2873758940257268,-0.2873758940257268,R,Republican,Georgia,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
HI,1,1,HI-1,Ed Case,D,The Downballot presidential CD results,153039,91498,248840,0.6150096447516477,0.3676981192734287,0.24731152547821894,178660.47645156755,96349.73766343314,279670.2014621116,0.29431358206135333,244537,0.2516633474688902,D,Harris,164237,64373,251432,D,ED CASE,164237,228610,0.43683128472070337,0.39718094753253363,D,Democrat,Hawaii,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
HI,2,2,HI-2,Jill Tokuda,D,The Downballot presidential CD results,160005,102163,267861,0.5973433982550651,0.38140304112954104,0.21594035712552406,187469.52354843245,100514.26233656684,294798.7985378884,0.29496477476549104,262168,0.22062952000244118,D,Harris,166251,75471,270804,D,JILL N. TOKUDA,166251,241722,0.37555539007620325,0.3352239996455001,D,Democrat,Hawaii,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IA,1,1,IA-1,Mariannette Miller-Meeks,R,The Downballot presidential CD results,190502,226309,422996,0.45036359681888244,0.5350145155036927,-0.08465091868481028,203400,215742,426927,-0.02890892353962149,416811,-0.08590704180072023,R,Trump,206156,206955,414078,R,MARIANNETTE MILLER-MEEKS,206955,413111,-0.0019341048773816238,-0.0019295881452286766,R,Republican,Iowa,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IA,2,2,IA-2,Ashley Hinson,R,The Downballot presidential CD results,186017,227941,419694,0.4432205368673367,0.5431123628167188,-0.09989182594938212,203246,222312,433378,-0.043993926779854975,413958,-0.10127597485735268,R,Trump,169740,233340,408802,R,ASHLEY HINSON,233340,403080,-0.15778505507591545,-0.15557653827525306,R,Republican,Iowa,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IA,3,3,IA-3,Zach Nunn,R,The Downballot presidential CD results,199043,217645,422161,0.4714859970485194,0.5155497547144335,-0.04406375766591414,205591,207043,420101,-0.0034563116964730356,416688,-0.044642514303267676,R,Trump,197962,213746,412905,R,ZACHARY NUNN,213746,411708,-0.03833785109835126,-0.03822671074460227,R,Republican,Iowa,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IA,4,4,IA-4,Randy Feenstra,R,The Downballot presidential CD results,131716,255124,391998,0.33601191842815525,0.6508298511727101,-0.31481793274455483,146824,252575,406128,-0.2603883504707875,386840,-0.31901561369041465,R,Trump,122175,250522,373824,R,RANDY FEENSTRA,250522,372697,-0.3443735796102464,-0.3433353663756206,R,Republican,Iowa,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
ID,1,1,ID-1,Russ Fulcher,R,The Downballot presidential CD results,126556,343893,482249,0.2624287453162163,0.7131025673459147,-0.4506738220296984,132085.1650341648,302868.467562389,447457.1135585244,-0.3816752429523883,470449,-0.4619778126853283,R,Trump,118656,331049,489086,R,RUSS FULCHER,331049,449705,-0.4722940594389655,-0.4342651394642251,R,Republican,Idaho,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
ID,2,2,ID-2,Mike Simpson,R,The Downballot presidential CD results,148416,261353,422563,0.3512281008985642,0.6184947569948149,-0.2672666560962507,154935.8349658352,251250.532437611,419903.8864414756,-0.229373198443115,409769,-0.27561138104639443,R,Trump,126229,250119,428514,R,MICHAEL K. SIMPSON,250119,376348,-0.3291900049953766,-0.2891154081313563,R,Republican,Idaho,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IL,1,1,IL-1,Jonathan Jackson,D,The Downballot presidential CD results,214180,109215,327524,0.6539368107375337,0.33345647952516455,0.3204803312123692,260630.7386582896,103984.05227928888,369752.53101136466,0.42365277649495264,323395,0.3245721176888944,D,Harris,208398,108064,316507,D,JONATHAN L. JACKSON,208398,316462,0.31704912438144234,0.3170040473038511,D,Democrat,Illinois,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IL,2,2,IL-2,Robin Kelly,D,The Downballot presidential CD results,196188,97557,297831,0.658722564138723,0.32755824611944356,0.3311643180192794,231923.52301795117,97999.78323064177,334668.4751392053,0.4001683747822493,293745,0.33577082163100647,D,Harris,195777,94004,289843,D,ROBIN L. KELLY,195777,289781,0.3512066008468464,0.35113147462591815,D,Democrat,Illinois,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IL,3,3,IL-3,Delia Ramirez,D,The Downballot presidential CD results,172024,88947,264637,0.6500375986728991,0.33610946315141116,0.31392813552148796,207341.62894959078,84147.22720722371,297395.43002387485,0.4142444345310789,260971,0.3183380528871024,D,Harris,174825,84987,259908,D,DELIA C. RAMIREZ,174825,259812,0.3457807953443259,0.34565307724271666,D,Democrat,Illinois,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IL,4,4,IL-4,Chuy Garcia,D,The Downballot presidential CD results,133997,74150,211284,0.6342032524942731,0.3509494329906666,0.2832538195036065,175300.94316153578,62731.15834777138,242542.84732275252,0.4641232922608822,208147,0.2875227603568632,D,Harris,139343,56323,206396,D,"JESúS G. \""CHUY\"" GARCíA",139343,195666,0.42429446096920265,0.4022364774511134,D,Democrat,Illinois,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
IL,5,5,IL-5,Mike Quigley,D,The Downballot presidential CD results,254128,115335,373934,0.6796065615857344,0.30843678296169913,0.3711697786240353,275679.08003613894,117237.3345087681,400256.3034754667,0.3958507190307932,369463,0.3756614329445709,D,Harris,251025,112931,363965,D,MIKE QUIGLEY,251025,363956,0.3794249854378002,0.3794156031486544,D,Democrat,Illinois,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
